"確定病名","發病年份","發病月份","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"6757","登革熱","2012","3","台北市","松山區","M","是","25-29","1"
"6758","登革熱","2012","7","台北市","大安區","M","是","60-64","1"
"6759","登革熱","2012","7","台南市","安南區","F","否","30-34","2"
"6760","登革熱","2012","8","台南市","南區","M","否","55-59","1"
"6761","登革熱","2012","8","高雄市","苓雅區","F","否","55-59","4"
"6762","登革熱","2012","9","台南市","北區","M","否","70+","1"
"6763","登革熱","2012","9","台南市","永康區","M","否","55-59","1"
"6764","登革熱","2012","9","台南市","安南區","M","否","70+","9"
"6765","登革熱","2012","9","台南市","南區","F","否","35-39","1"
"6766","登革熱","2012","9","台南市","南區","F","否","50-54","1"
"6767","登革熱","2012","9","台南市","南區","F","否","65-69","2"
"6768","登革熱","2012","9","高雄市","三民區","M","否","35-39","1"
"6769","登革熱","2012","9","高雄市","左營區","F","否","60-64","1"
"6770","登革熱","2012","9","高雄市","杉林區","M","否","45-49","1"
"6771","登革熱","2013","1","台北市","士林區","M","是","35-39","1"
"6772","登革熱","2013","10","高雄市","前鎮區","F","否","70+","1"
"6773","登革熱","2013","11","屏東縣","屏東市","F","否","60-64","3"
"6774","登革熱","2013","11","屏東縣","屏東市","M","否","30-34","1"
"6775","登革熱","2013","11","屏東縣","屏東市","M","否","70+","7"
"6776","登革熱","2013","12","南投縣","埔里鎮","M","是","20-24","1"
"6777","登革熱","2013","12","屏東縣","屏東市","F","否","10-14","2"
"6778","登革熱","2013","12","屏東縣","屏東市","F","否","55-59","3"
"6779","登革熱","2013","12","屏東縣","萬丹鄉","F","否","60-64","3"
"6780","登革熱","2013","3","高雄市","苓雅區","M","否","65-69","1"
"6781","登革熱","2013","4","屏東縣","春日鄉","F","否","50-54","1"
"6782","登革熱","2013","9","屏東縣","屏東市","F","否","35-39","1"
"6783","登革熱","2013","9","屏東縣","屏東市","M","否","40-44","1"
"6784","登革熱","2013","9","屏東縣","屏東市","M","否","45-49","1"
"6785","登革熱","2014","10","台東縣","卑南鄉","M","否","35-39","1"
"6786","登革熱","2014","10","高雄市","小港區","F","否","10-14","4"
"6787","登革熱","2014","10","高雄市","仁武區","M","否","70+","1"
"6788","登革熱","2014","10","高雄市","岡山區","F","否","50-54","2"
"6789","登革熱","2014","10","高雄市","林園區","F","否","50-54","2"
"6790","登革熱","2014","10","高雄市","前金區","F","否","60-64","1"
"6791","登革熱","2014","10","高雄市","前金區","M","否","15-19","2"
"6792","登革熱","2014","10","高雄市","前金區","M","否","30-34","2"
"6793","登革熱","2014","10","高雄市","前金區","M","否","70+","3"
"6794","登革熱","2014","10","高雄市","前鎮區","F","否","1","2"
"6795","登革熱","2014","10","高雄市","前鎮區","F","否","60-64","44"
"6796","登革熱","2014","10","高雄市","前鎮區","M","否","30-34","29"
"6797","登革熱","2014","10","高雄市","苓雅區","F","否","25-29","11"
"6798","登革熱","2014","10","高雄市","苓雅區","F","否","50-54","30"
"6799","登革熱","2014","10","高雄市","苓雅區","M","否","40-44","14"
"6800","登革熱","2014","10","高雄市","鳥松區","F","否","20-24","1"
"6801","登革熱","2014","10","高雄市","新興區","F","否","55-59","13"
"6802","登革熱","2014","10","高雄市","楠梓區","F","否","20-24","2"
"6803","登革熱","2014","10","高雄市","鳳山區","F","否","4","1"
"6804","登革熱","2014","10","高雄市","鹽埕區","F","否","40-44","1"
"6805","登革熱","2014","11","台南市","歸仁區","M","否","20-24","2"
"6806","登革熱","2014","11","屏東縣","林邊鄉","F","否","55-59","1"
"6807","登革熱","2014","11","屏東縣","高樹鄉","M","否","30-34","1"
"6808","登革熱","2014","11","屏東縣","鹽埔鄉","F","否","70+","2"
"6809","登革熱","2014","11","屏東縣","鹽埔鄉","M","否","30-34","1"
"6810","登革熱","2014","11","高雄市","大社區","F","否","40-44","1"
"6811","登革熱","2014","11","高雄市","仁武區","M","否","40-44","4"
"6812","登革熱","2014","11","高雄市","仁武區","M","否","5-9","2"
"6813","登革熱","2014","11","高雄市","楠梓區","M","否","65-69","4"
"6814","登革熱","2014","11","高雄市","路竹區","F","否","70+","1"
"6815","登革熱","2014","11","高雄市","鼓山區","F","否","50-54","15"
"6816","登革熱","2014","11","高雄市","鳳山區","M","否","20-24","25"
"6817","登革熱","2014","11","高雄市","鹽埕區","F","否","60-64","3"
"6818","登革熱","2014","11","高雄市","鹽埕區","M","否","30-34","2"
"6819","登革熱","2014","11","新北市","汐止區","M","否","55-59","1"
"6820","登革熱","2014","12","屏東縣","萬丹鄉","M","否","30-34","1"
"6821","登革熱","2014","12","高雄市","三民區","F","否","55-59","13"
"6822","登革熱","2014","12","高雄市","三民區","M","否","60-64","16"
"6823","登革熱","2014","12","高雄市","大寮區","F","否","20-24","2"
"6824","登革熱","2014","12","高雄市","大寮區","F","否","30-34","4"
"6825","登革熱","2014","12","高雄市","左營區","M","否","65-69","3"
"6826","登革熱","2014","12","高雄市","岡山區","M","否","45-49","2"
"6827","登革熱","2014","12","高雄市","前鎮區","F","否","35-39","6"
"6828","登革熱","2014","12","高雄市","前鎮區","F","否","5-9","1"
"6829","登革熱","2014","12","高雄市","茄萣區","F","否","20-24","1"
"6830","登革熱","2014","12","高雄市","苓雅區","M","否","45-49","4"
"6831","登革熱","2014","12","高雄市","鳥松區","F","否","60-64","1"
"6832","登革熱","2011","10","高雄市","新興區","M","否","25-29","1"
"6833","登革熱","2011","10","高雄市","鳳山區","F","否","60-64","2"
"6834","登革熱","2011","10","澎湖縣","馬公市","M","否","4","1"
"6835","登革熱","2011","11","屏東縣","長治鄉","M","否","55-59","1"
"6836","登革熱","2011","12","台南市","永康區","F","否","50-54","1"
"6837","登革熱","2011","6","台北市","萬華區","M","是","15-19","1"
"6838","登革熱","2011","8","台南市","東區","M","是","45-49","1"
"6839","登革熱","2011","8","苗栗縣","竹南鎮","F","否","65-69","1"
"6840","登革熱","2011","8","新北市","蘆洲區","F","是","15-19","1"
"6841","登革熱","2012","1","彰化縣","伸港鄉","F","是","10-14","1"
"6842","登革熱","2012","10","台南市","北區","M","否","20-24","1"
"6843","登革熱","2012","10","台南市","安平區","F","否","25-29","1"
"6844","登革熱","2012","10","台南市","安南區","F","否","20-24","1"
"6845","登革熱","2012","11","台南市","中西區","F","否","30-34","1"
"6846","登革熱","2012","11","高雄市","新興區","F","否","70+","1"
"6847","登革熱","2012","11","高雄市","旗津區","F","否","45-49","2"
"6848","登革熱","2012","11","高雄市","旗津區","M","否","15-19","3"
"6849","登革熱","2012","12","台南市","安南區","M","否","60-64","1"
"6850","登革熱","2012","12","高雄市","前鎮區","F","否","30-34","2"
"6851","登革熱","2012","12","高雄市","苓雅區","F","否","60-64","1"
"6852","登革熱","2012","3","桃園市","楊梅區","M","是","20-24","1"
"6853","登革熱","2012","4","桃園市","楊梅區","F","是","55-59","1"
"6854","登革熱","2012","5","桃園市","龜山區","M","是","40-44","1"
"6855","登革熱","2012","6","高雄市","前鎮區","F","否","60-64","1"
"6856","登革熱","2012","7","南投縣","草屯鎮","F","是","5-9","1"
"6857","登革熱","2012","7","高雄市","前鎮區","M","否","50-54","1"
"6858","登革熱","2012","8","台南市","安南區","F","否","20-24","1"
"6859","登革熱","2012","8","桃園市","桃園區","M","是","70+","1"
"6860","登革熱","2012","9","台南市","永康區","M","否","45-49","1"
"6861","登革熱","2013","10","屏東縣","長治鄉","M","否","25-29","1"
"6862","登革熱","2013","11","屏東縣","屏東市","F","否","15-19","2"
"6863","登革熱","2013","11","屏東縣","屏東市","F","否","35-39","1"
"6864","登革熱","2013","11","高雄市","鳳山區","M","否","5-9","1"
"6865","登革熱","2013","12","屏東縣","屏東市","F","否","45-49","2"
"6866","登革熱","2013","12","屏東縣","萬丹鄉","M","否","5-9","2"
"6867","登革熱","2013","12","高雄市","仁武區","M","是","70+","1"
"6868","登革熱","2013","12","高雄市","鳳山區","M","否","30-34","1"
"6869","登革熱","2013","3","台北市","信義區","M","是","35-39","1"
"6870","登革熱","2013","4","台南市","安定區","F","是","30-34","1"
"6871","登革熱","2013","7","屏東縣","屏東市","M","否","45-49","1"
"6872","登革熱","2014","1","高雄市","林園區","M","是","40-44","1"
"6873","登革熱","2014","10","台南市","中西區","F","否","45-49","1"
"6874","登革熱","2014","10","台南市","南區","M","是","60-64","1"
"6875","登革熱","2014","10","高雄市","大寮區","F","否","70+","4"
"6876","登革熱","2014","10","高雄市","仁武區","F","否","45-49","7"
"6877","登革熱","2014","10","高雄市","左營區","F","否","10-14","4"
"6878","登革熱","2014","10","高雄市","永安區","F","否","35-39","1"
"6879","登革熱","2014","10","高雄市","前鎮區","F","否","35-39","29"
"6880","登革熱","2014","10","高雄市","旗山區","M","否","55-59","1"
"6881","登革熱","2014","10","高雄市","鳳山區","F","否","10-14","9"
"6882","登革熱","2014","10","高雄市","鳳山區","M","否","3","1"
"6883","登革熱","2014","11","台南市","仁德區","F","否","20-24","1"
"6884","登革熱","2014","11","台南市","東區","M","否","2","1"
"6885","登革熱","2014","11","台南市","南區","M","否","20-24","1"
"6886","登革熱","2014","11","台南市","歸仁區","F","否","60-64","1"
"6887","登革熱","2014","11","屏東縣","內埔鄉","F","否","70+","1"
"6888","登革熱","2014","11","高雄市","內門區","F","否","10-14","1"
"6889","登革熱","2014","11","高雄市","左營區","F","否","2","2"
"6890","登革熱","2014","11","高雄市","阿蓮區","M","否","40-44","1"
"6891","登革熱","2014","11","高雄市","前金區","F","否","50-54","1"
"6892","登革熱","2014","11","高雄市","前鎮區","F","否","4","2"
"6893","登革熱","2014","11","高雄市","前鎮區","M","否","25-29","16"
"6894","登革熱","2014","11","高雄市","鳥松區","M","否","5-9","3"
"6895","登革熱","2014","11","高雄市","楠梓區","F","否","15-19","7"
"6896","登革熱","2014","11","高雄市","鳳山區","M","否","40-44","26"
"6897","登革熱","2014","12","屏東縣","屏東市","M","否","20-24","2"
"6898","登革熱","2014","12","高雄市","三民區","M","否","30-34","9"
"6899","登革熱","2014","12","高雄市","大寮區","M","否","60-64","3"
"6900","登革熱","2014","12","高雄市","仁武區","F","否","10-14","1"
"6901","登革熱","2014","12","高雄市","左營區","F","否","50-54","9"
"6902","登革熱","2014","12","高雄市","林園區","F","否","15-19","1"
"6903","登革熱","2014","12","高雄市","前金區","M","否","30-34","1"
"6904","登革熱","2014","12","高雄市","苓雅區","F","否","25-29","2"
"6905","登革熱","2014","12","高雄市","新興區","M","否","10-14","1"
"6906","登革熱","2014","12","高雄市","楠梓區","M","否","15-19","1"
"6907","登革熱","2014","12","高雄市","鼓山區","F","否","5-9","1"
"6908","登革熱","2014","2","屏東縣","東港鎮","M","是","20-24","1"
"6909","登革熱","2014","2","桃園市","蘆竹區","M","是","10-14","1"
"6910","登革熱","2014","6","高雄市","新興區","F","否","45-49","1"
"6911","登革熱","2014","7","高雄市","三民區","M","否","65-69","2"
"6912","登革熱","2014","7","高雄市","大寮區","M","否","5-9","1"
"6913","登革熱","2014","7","高雄市","苓雅區","F","否","15-19","3"
"6914","登革熱","2014","8","台南市","永康區","M","否","60-64","1"
"6915","登革熱","2014","8","高雄市","三民區","M","否","5-9","1"
"6916","登革熱","2014","8","高雄市","小港區","M","否","2","1"
"6917","登革熱","2014","8","高雄市","小港區","M","否","5-9","4"
"6918","登革熱","2014","8","高雄市","苓雅區","M","否","4","1"
"6919","登革熱","2014","8","高雄市","楠梓區","F","否","40-44","1"
"6920","登革熱","2014","8","高雄市","鹽埕區","M","否","70+","1"
"6921","登革熱","2014","9","台南市","中西區","F","否","40-44","1"
"6922","登革熱","2014","9","屏東縣","萬丹鄉","M","否","30-34","1"
"6923","登革熱","2014","9","高雄市","三民區","M","否","10-14","7"
"6924","登革熱","2014","9","高雄市","小港區","F","否","35-39","15"
"6925","登革熱","2014","9","高雄市","小港區","M","否","10-14","7"
"6926","登革熱","2014","9","高雄市","小港區","M","否","55-59","10"
"6927","登革熱","2014","9","高雄市","仁武區","F","否","20-24","2"
"6928","登革熱","2014","9","高雄市","仁武區","M","否","25-29","1"
"6929","登革熱","2014","9","高雄市","左營區","F","否","60-64","3"
"6930","登革熱","2014","9","高雄市","前鎮區","F","否","5-9","2"
"6931","登革熱","2011","10","屏東縣","新園鄉","F","否","25-29","1"
"6932","登革熱","2011","10","高雄市","三民區","F","否","40-44","5"
"6933","登革熱","2011","10","高雄市","三民區","F","否","45-49","8"
"6934","登革熱","2011","11","台南市","中西區","F","是","60-64","1"
"6935","登革熱","2011","11","高雄市","三民區","M","否","20-24","5"
"6936","登革熱","2011","12","台南市","北區","F","否","60-64","1"
"6937","登革熱","2011","12","台南市","永康區","M","否","55-59","1"
"6938","登革熱","2011","12","高雄市","三民區","M","否","65-69","1"
"6939","登革熱","2011","12","高雄市","前鎮區","F","否","60-64","1"
"6940","登革熱","2011","12","高雄市","鼓山區","M","否","55-59","1"
"6941","登革熱","2011","6","新北市","中和區","F","是","50-54","1"
"6942","登革熱","2011","9","高雄市","三民區","M","否","40-44","1"
"6943","登革熱","2011","9","高雄市","三民區","M","否","45-49","2"
"6944","登革熱","2011","9","高雄市","楠梓區","F","否","35-39","1"
"6945","登革熱","2012","1","台南市","仁德區","F","否","30-34","1"
"6946","登革熱","2012","10","高雄市","鼓山區","M","否","50-54","1"
"6947","登革熱","2012","10","雲林縣","虎尾鎮","M","是","35-39","1"
"6948","登革熱","2012","11","台南市","中西區","M","否","30-34","1"
"6949","登革熱","2012","11","台南市","永康區","M","否","25-29","1"
